"","system.index","CATEGORIA","COD_UICN","NOMBRE","SQ_KM","SUBCAT","sqKmBurned","landCoverCode","year","key"
"1177","2_000035a6e2a628dfb43f","Parque Nacional","II - UICN","Saltos de la Jalda",36.434,"PARQUE NACIONAL",NA,"21",2009,"2_000035a6e2a628dfb43f_lc21"
"1178","2_0000cd33ee04d148f8aa","Área de Protección Estricta","Ia - UICN","Santuario de los Bancos de La Plata y La Navidad",0.524,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_0000cd33ee04d148f8aa_lc21"
"1179","2_0000019fb0a460ed7ef0","Monumento Natural","III - UICN","Río Cumayasa y Cueva de las Maravillas",88.76,"MONUMENTO NATURAL",0,"21",2009,"2_0000019fb0a460ed7ef0_lc21"
"1180","2_000009be74045b4c63ed","Área de Manejo de Hábitat/Especies","IV - UICN","Río Dulce",1.918,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_000009be74045b4c63ed_lc21"
"1181","2_000021015411349762e6","Área de Manejo de Hábitat/Especies","IV - UICN","Río Soco",11.764,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_000021015411349762e6_lc21"
"1182","2_0000782d9791f3c30d7e","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Mallén",1.413,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_0000782d9791f3c30d7e_lc21"
"1183","2_00000f52febce2155485","Área de Manejo de Hábitat/Especies","IV - UICN","Río Higuamo",18.493,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_00000f52febce2155485_lc21"
"1184","2_00004d333b37f34f86e8","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna San José",0.58,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00004d333b37f34f86e8_lc21"
"1185","2_0000260fbb621eacaf31","Parque Nacional","II - UICN","Humedales del Ozama",46.418,"PARQUE NACIONAL",0,"21",2009,"2_0000260fbb621eacaf31_lc21"
"1186","2_00000444250efbd425f3","AREAS DE MANEJO DE HABITAT/ESPECIES","VI - UICN","Cueva de Los Tres Ojos",0.081,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00000444250efbd425f3_lc21"
"1187","2_00009543f2dfcde6f4aa","Paisaje Protegido","VI - UICN","Autopista Duarte",10.366,"CORREDOR ECOLOGICO",NA,"21",2009,"2_00009543f2dfcde6f4aa_lc21"
"1188","2_0000e82d1d05abf9898f","Área de Protección Estricta","Ib - UICN","Sierra Prieta",4,"RESERVA BIOLOGICA",NA,"21",2009,"2_0000e82d1d05abf9898f_lc21"
"1189","2_0000efb2f67ee8f573d7","Parque Nacional","II - UICN","Aniana Vargas",129.627,"PARQUE NACIONAL",NA,"21",2009,"2_0000efb2f67ee8f573d7_lc21"
"1190","2_000075ad545de44a830a","Monumento Natural","III - UICN","Saltos de Jima",18.564,"MONUMENTO NATURAL",NA,"21",2009,"2_000075ad545de44a830a_lc21"
"1191","2_00003e8c02a4e4cfa0c8","Parque Nacional","II - UICN","Montaña La Humeadora",305.408,"PARQUE NACIONAL",NA,"21",2009,"2_00003e8c02a4e4cfa0c8_lc21"
"1192","2_000077501366bc6b0fd3","Reserva Natural","V - UICN","Loma Novillero",12.889,"RESERVA FORESTAL",NA,"21",2009,"2_000077501366bc6b0fd3_lc21"
"1193","2_00005fbfda11a5ee6390","Parque Nacional","II - UICN","Valle Nuevo",906.131,"PARQUE NACIONAL",NA,"21",2009,"2_00005fbfda11a5ee6390_lc21"
"1194","2_0000e928b935296be8a7","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó",587.51,"PARQUE NACIONAL",0,"21",2009,"2_0000e928b935296be8a7_lc21"
"1195","2_0000d524ac8d6f750e9b","RESERVAS NATURALES","V - UICN","Hatillo",319.18,"RESERVA FORESTAL",0,"21",2009,"2_0000d524ac8d6f750e9b_lc21"
"1196","2_00002117903385afb872","Paisaje Protegido","VI - UICN","Carretera El Abanico - Constanza",22.746,"VIA PANORAMICA",NA,"21",2009,"2_00002117903385afb872_lc21"
"1197","2_0000c009dca2cb3f0f00","Área de Protección Estricta","Ia - UICN","Las Neblinas",40.776,"RESERVA CIENTIFICA",NA,"21",2009,"2_0000c009dca2cb3f0f00_lc21"
"1198","2_0000ac903da689fbd039","Área de Protección Estricta","Ia - UICN","Ébano Verde",29.899,"RESERVA CIENTIFICA",NA,"21",2009,"2_0000ac903da689fbd039_lc21"
"1199","2_0000a41b7df193a309f3","Monumento Natural","III - UICN","Salto de Jimenoa",17.431,"MONUMENTO NATURAL",NA,"21",2009,"2_0000a41b7df193a309f3_lc21"
"1200","2_0000193c3762839caaeb","Paisaje Protegido","VI - UICN","Guagui",41.474,"AREA NACIONAL DE RECREO",NA,"21",2009,"2_0000193c3762839caaeb_lc21"
"1201","2_00009a59228fd616ceb0","Paisaje Protegido","VI - UICN","Carretera Bayacanes-Jarabacoa",16.227,"VIA PANORAMICA",NA,"21",2009,"2_00009a59228fd616ceb0_lc21"
"1202","2_0000d5b368408a3dd11d","Parque Nacional","II - UICN","Baiguate",52.427,"PARQUE NACIONAL",NA,"21",2009,"2_0000d5b368408a3dd11d_lc21"
"1203","2_0000b8391591d501c34e","Parque Nacional","II - UICN","Armando Bermúdez",802.55,"PARQUE NACIONAL",NA,"21",2009,"2_0000b8391591d501c34e_lc21"
"1204","2_00009c346b8616af116a","Parque Nacional","II - UICN","José del Carmen Ramírez",749.758,"PARQUE NACIONAL",NA,"21",2009,"2_00009c346b8616af116a_lc21"
"1205","2_000058c137fd6691da43","Reserva Natural","V - UICN","Alto bao",262.582,"RESERVA FORESTAL",NA,"21",2009,"2_000058c137fd6691da43_lc21"
"1206","2_0000c5755af7c8e60712","Parque Nacional","II - UICN","Manolo Tavarez Justo",351.727,"PARQUE NACIONAL",NA,"21",2009,"2_0000c5755af7c8e60712_lc21"
"1207","2_000021295758d2f5ec63","Reserva Natural","V - UICN","Alto Mao",210.115,"RESERVA FORESTAL",NA,"21",2009,"2_000021295758d2f5ec63_lc21"
"1208","2_00003b22da69d14df7b5","Reserva Natural","V - UICN","Guanito",68.945,"RESERVA FORESTAL",NA,"21",2009,"2_00003b22da69d14df7b5_lc21"
"1209","2_00009e17e4b60d308897","Reserva Natural","V - UICN","Arroyo Cano",23.899,"RESERVA FORESTAL",NA,"21",2009,"2_00009e17e4b60d308897_lc21"
"1210","2_00004722907bd72f7ed9","Reserva Natural","V - UICN","Villarpando",79.551,"RESERVA FORESTAL",0,"21",2009,"2_00004722907bd72f7ed9_lc21"
"1211","2_000083c1408c82a3d250","RESERVAS NATURALES","V - UICN","Barrero",310.642,"RESERVA FORESTAL",0,"21",2009,"2_000083c1408c82a3d250_lc21"
"1212","2_0000d1fda9eb311324b3","Parque Nacional","II - UICN","Anacaona",538.931,"PARQUE NACIONAL",0,"21",2009,"2_0000d1fda9eb311324b3_lc21"
"1213","2_0000c7e25551cf31d5f4","RESERVAS NATURALES","V - UICN","Cabeza de Toro",375.619,"RESERVA FORESTAL",0,"21",2009,"2_0000c7e25551cf31d5f4_lc21"
"1214","2_0000e4f5edfbaeb81658","Parque Nacional","II - UICN","Sierra de Neiba",183,"PARQUE NACIONAL",NA,"21",2009,"2_0000e4f5edfbaeb81658_lc21"
"1215","2_0000834349b2e6e5402f","Monumento Natural","III - UICN","Cerro de San Francisco",4.025,"MONUMENTO NATURAL",NA,"21",2009,"2_0000834349b2e6e5402f_lc21"
"1216","2_0000b2b9f5eb60eb3439","Parque Nacional","II - UICN","Nalga de Maco",165.849,"PARQUE NACIONAL",NA,"21",2009,"2_0000b2b9f5eb60eb3439_lc21"
"1217","2_0000eb7589384e5e0b1a","Reserva Natural","V - UICN","Río Cana",259.947,"RESERVA FORESTAL",NA,"21",2009,"2_0000eb7589384e5e0b1a_lc21"
"1218","2_00005e7c18e63314a3aa","Área de Manejo de Hábitat/Especies","IV - UICN","Cañón Río Gurabo",30.16,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00005e7c18e63314a3aa_lc21"
"1219","2_000015ba4167cd27b617","Reserva Natural","V - UICN","Las Matas",47.777,"RESERVA FORESTAL",NA,"21",2009,"2_000015ba4167cd27b617_lc21"
"1220","2_0000697901ae10cfa05c","Área de Manejo de Hábitat/Especies","IV - UICN","Río Chacuey",38.774,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_0000697901ae10cfa05c_lc21"
"1221","2_0000c2339b4d30fe257c","Reserva Natural","V - UICN","Cerro Chacuey",51.893,"RESERVA FORESTAL",NA,"21",2009,"2_0000c2339b4d30fe257c_lc21"
"1222","2_0000d9f741199f6894b8","Parque Nacional","II - UICN","Manglares de Estero Balsa",56.546,"PARQUE NACIONAL",0,"21",2009,"2_0000d9f741199f6894b8_lc21"
"1223","2_000057ef882f5c589930","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Saladilla",31.114,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_000057ef882f5c589930_lc21"
"1224","2_00009778b97e97dca431","Reserva Natural","V - UICN","Cayuco",5.039,"RESERVA FORESTAL",NA,"21",2009,"2_00009778b97e97dca431_lc21"
"1225","2_0000ffd440f16e9b1ae7","Parque Nacional","II - UICN","El Morro",18.363,"PARQUE NACIONAL",0,"21",2009,"2_0000ffd440f16e9b1ae7_lc21"
"1226","2_0000b992c0235edfc892","Parque Nacional","II - UICN","Submarino Monte Cristi",245.214,"PARQUE NACIONAL SUBMARINO",0,"21",2009,"2_0000b992c0235edfc892_lc21"
"1227","2_0000a81805ecd6aecb46","Área de Manejo de Hábitat/Especies","IV - UICN","Cayos Siete Hermanos",115.376,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_0000a81805ecd6aecb46_lc21"
"1228","2_00006b406203867b543a","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Tororu",0.06,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00006b406203867b543a_lc21"
"1229","2_0000a77a2ca82b900722","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Arenas",0.04,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_0000a77a2ca82b900722_lc21"
"1230","2_00005af99beb815b9355","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Terreno",0.151,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00005af99beb815b9355_lc21"
"1231","2_0000e7b63274d2ef20cb","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo de Los Muertos",0.056,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_0000e7b63274d2ef20cb_lc21"
"1232","2_00004a63f1e19d9dc549","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Ratas",0.085,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00004a63f1e19d9dc549_lc21"
"1233","2_0000c1d4fc2bca9aede6","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Monte Cristo",0.065,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_0000c1d4fc2bca9aede6_lc21"
"1234","2_0000b11c328527a41d3a","Área de Manejo de Hábitat/Especies","IV - UICN","Cayo Monte Grande",0.044,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_0000b11c328527a41d3a_lc21"
"1235","2_00008e80f2d926772940","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",249.823,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00008e80f2d926772940_lc21"
"1236","2_0000bd5af867d08dad2a","Área de Protección Estricta","Ia - UICN","Villa Elisa",0.426,"RESERVA CIENTIFICA",NA,"21",2009,"2_0000bd5af867d08dad2a_lc21"
"1237","2_00005799cde1d3c8968f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.004,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00005799cde1d3c8968f_lc21"
"1238","2_0000d3607a592751e875","Área de Protección Estricta","Ia - UICN","Estero Hondo",32.543,"SANTUARIO DE MAMIFEROS MARINOS",0,"21",2009,"2_0000d3607a592751e875_lc21"
"1239","2_00004ec5e618ccf6f534","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00004ec5e618ccf6f534_lc21"
"1240","2_00009e526faa305f4ab4","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00009e526faa305f4ab4_lc21"
"1241","2_00007c7ac5cbcdde2869","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00007c7ac5cbcdde2869_lc21"
"1242","2_0000936b865088f2037a","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_0000936b865088f2037a_lc21"
"1243","2_0000d7645f798cd8f682","Parque Nacional","II - UICN","La Hispaniola",54.826,"PARQUE NACIONAL",NA,"21",2009,"2_0000d7645f798cd8f682_lc21"
"1244","2_00001bccad1eac18ffb2","Área de Manejo de Hábitat/Especies","IV - UICN","Bahia de Luperón",18.685,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_00001bccad1eac18ffb2_lc21"
"1245","2_000089ce49ef107125ba","Monumento Natural","III - UICN","Salto de La Damajagua",5.526,"MONUMENTO NATURAL",NA,"21",2009,"2_000089ce49ef107125ba_lc21"
"1246","2_0000201a330e4d485f8b","Parque Nacional","II - UICN","La Hispaniola",0,"PARQUE NACIONAL",NA,"21",2009,"2_0000201a330e4d485f8b_lc21"
"1247","2_00001842bfd669ef0112","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00001842bfd669ef0112_lc21"
"1248","2_000016221aff5d185318","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_000016221aff5d185318_lc21"
"1249","2_0000ed5220f882efc1b6","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_0000ed5220f882efc1b6_lc21"
"1250","2_000020883b0a537fd098","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.1,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_000020883b0a537fd098_lc21"
"1251","2_0000bfad6b8bd304a9ce","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_0000bfad6b8bd304a9ce_lc21"
"1252","2_0000c62e6a5bb287626f","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_0000c62e6a5bb287626f_lc21"
"1253","2_00007ac82954256a02c7","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.011,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00007ac82954256a02c7_lc21"
"1254","2_00004ae68a389f949498","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00004ae68a389f949498_lc21"
"1255","2_00004ab515037238d832","Área de Manejo de Hábitat/Especies","IV - UICN","Santuario Marino del Norte",0.001,"SANTUARIO DE MAMIFEROS MARINOS",NA,"21",2009,"2_00004ab515037238d832_lc21"
"1256","2_000051671fc009131ce3","Paisaje Protegido","VI - UICN","Entrada de Mao",54.367,"VIA PANORAMICA",NA,"21",2009,"2_000051671fc009131ce3_lc21"
"1257","2_0000f9514c545894c37c","Parque Nacional","II - UICN","Picky Lora",112.276,"PARQUE NACIONAL",NA,"21",2009,"2_0000f9514c545894c37c_lc21"
"1258","2_0000cbddd9fb265c6f27","Monumento Natural","III - UICN","Diego de Ocampo",25.344,"MONUMENTO NATURAL",NA,"21",2009,"2_0000cbddd9fb265c6f27_lc21"
"1259","2_00007862393053c11690","Monumento Natural","III - UICN","La Tinaja",29.519,"MONUMENTO NATURAL",NA,"21",2009,"2_00007862393053c11690_lc21"
"1260","2_0000c010c0482b7d1e56","Paisaje Protegido","VI - UICN","Carretera Santiago - La Cumbre - Puerto Plata",20.98,"VIA PANORAMICA",NA,"21",2009,"2_0000c010c0482b7d1e56_lc21"
"1261","2_00001abdd7635f769e12","Monumento Natural","III - UICN","La Ceiba",0.008,"MONUMENTO NATURAL",NA,"21",2009,"2_00001abdd7635f769e12_lc21"
"1262","2_0000710ddb2eeceb6ad3","Área de Protección Estricta","Ia - UICN","Dicayagua",1.146,"RESERVA CIENTIFICA",NA,"21",2009,"2_0000710ddb2eeceb6ad3_lc21"
"1263","2_00006e10ac563b6026cb","Monumento Natural","III - UICN","Loma Isabel de Torres",16.605,"MONUMENTO NATURAL",NA,"21",2009,"2_00006e10ac563b6026cb_lc21"
"1264","2_0000930bf269bf6132dd","Monumento Natural","III - UICN","Los Cacheos",55.77,"MONUMENTO NATURAL",0,"21",2009,"2_0000930bf269bf6132dd_lc21"
"1265","2_00001076cc0dbf02a873","Monumento Natural","III - UICN","Las Caobas",105.472,"MONUMENTO NATURAL",NA,"21",2009,"2_00001076cc0dbf02a873_lc21"
"1266","2_000013948a662e11f76e","Parque Nacional","II - UICN","Lago Enriquillo e Isla Cabritos",404.934,"PARQUE NACIONAL",0,"21",2009,"2_000013948a662e11f76e_lc21"
"1267","2_00009037357626787af3","Monumento Natural","III - UICN","Manantiales de Las Barías",1.238,"MONUMENTO NATURAL",NA,"21",2009,"2_00009037357626787af3_lc21"
"1268","2_0000d40380d6a203639e","Monumento Natural","III - UICN","Manantiales de Las Barías",0,"MONUMENTO NATURAL",NA,"21",2009,"2_0000d40380d6a203639e_lc21"
"1269","2_0000f8bd717b84eaf95f","Área de Protección Estricta","Ib - UICN","Loma Charco Azul",174.189,"RESERVA BIOLOGICA",NA,"21",2009,"2_0000f8bd717b84eaf95f_lc21"
"1270","2_0000b976ab335384d796","Parque Nacional","II - UICN","Sierra de Bahoruco",1092.27,"PARQUE NACIONAL",NA,"21",2009,"2_0000b976ab335384d796_lc21"
"1271","2_0000daaed3084ee2efdf","Parque Nacional","II - UICN","Jaragua",1535.015,"PARQUE NACIONAL",0,"21",2009,"2_0000daaed3084ee2efdf_lc21"
"1272","2_0000b355f0bea1f5565b","Paisaje Protegido","VI - UICN","Playa de Cabo Rojo - Pedernales",17.517,"AREA NACIONAL DE RECREO",0,"21",2009,"2_0000b355f0bea1f5565b_lc21"
"1273","2_000063c12bd4075f6f78","Paisaje Protegido","VI - UICN","Mirador del Paraíso",21.359,"VIA PANORAMICA",0,"21",2009,"2_000063c12bd4075f6f78_lc21"
"1274","2_0000228295ccf706523d","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Suroeste",2707.428,"SANTUARIO MARINO",0,"21",2009,"2_0000228295ccf706523d_lc21"
"1275","2_0000329a90bc16ab6b31","Área de Manejo de Hábitat/Especies","III - UICN","Monumento Natural Miguel Domingo Fuerte",33.529,"REFUGIO DE VIDA SILVESTRE",NA,"21",2009,"2_0000329a90bc16ab6b31_lc21"
"1276","2_0000f36b60883ecf46f3","Paisaje Protegido","VI - UICN","Carretera Cabral - Polo",10.156,"VIA PANORAMICA",NA,"21",2009,"2_0000f36b60883ecf46f3_lc21"
"1277","2_0000c39feb1e32715a4c","Área de Manejo de Hábitat/Especies","IV - UICN","Laguna Cabral o Rincón",56.035,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_0000c39feb1e32715a4c_lc21"
"1278","2_000073bdf19394f4dbf3","Parque Nacional","II - UICN","La Gran Sabana",219.576,"PARQUE NACIONAL",0,"21",2009,"2_000073bdf19394f4dbf3_lc21"
"1279","2_0000f25b62449a8127e2","Monumento Natural","III - UICN","Las Marías",4.505,"MONUMENTO NATURAL",0,"21",2009,"2_0000f25b62449a8127e2_lc21"
"1280","2_0000aaf22e4a1778d2fe","Parque Nacional","II - UICN","Sierra Martín García",261.503,"PARQUE NACIONAL",0,"21",2009,"2_0000aaf22e4a1778d2fe_lc21"
"1281","2_00006d71f3302d656ffd","Área de Manejo de Hábitat/Especies","IV - UICN","Humedales del Bajo Yaque del Sur",58.462,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_00006d71f3302d656ffd_lc21"
"1282","2_000013fc60e8e64f2222","Parque Nacional","II - UICN","Francisco Alberto Caamaño Deñó Mar",587.51,"PARQUE NACIONAL",0,"21",2009,"2_000013fc60e8e64f2222_lc21"
"1283","2_0000f715b6624dfea4a3","Área de Manejo de Hábitat/Especies","IV - UICN","Manglares de Puerto Viejo",11.134,"REFUGIO DE VIDA SILVESTRE",0,"21",2009,"2_0000f715b6624dfea4a3_lc21"
"1284","2_0000e81eb0fb46a080fc","Reserva Natural","V - UICN","Loma El 20",0,"RESERVA FORESTAL",NA,"21",2009,"2_0000e81eb0fb46a080fc_lc21"
"1285","2_0000fc578a88ccdcc327","Monumento Natural","III - UICN","Las Dunas de las Calderas",17.479,"MONUMENTO NATURAL",0,"21",2009,"2_0000fc578a88ccdcc327_lc21"
"1286","2_0000ac2646d4a6099d21","Paisaje Protegido","VI - UICN","Playa Larga",15,"AREA NACIONAL DE RECREO",NA,"21",2009,"2_0000ac2646d4a6099d21_lc21"
"1287","2_0000c38714327f80e05d","Paisaje Protegido","VI - UICN","Playa Blanca",6.663,"AREA NACIONAL DE RECREO",0,"21",2009,"2_0000c38714327f80e05d_lc21"
"1288","2_00002d1be82f4bcd74c6","Paisaje Protegido","VI - UICN","Bahía de las Águilas",39.89,"AREA NACIONAL DE RECREO",0,"21",2009,"2_00002d1be82f4bcd74c6_lc21"
"1289","2_0000db6f74a1140a48ec","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",NA,"24",2009,"2_0000db6f74a1140a48ec_lc24"
"1290","2_0000c451075b23e5802d","Paisaje Protegido","VI - UICN","Autopista 6 de Noviembre",3.64,"CORREDOR ECOLOGICO",NA,"24",2009,"2_0000c451075b23e5802d_lc24"
"1291","2_0000bf93afe62ed07a2c","Reserva Natural","V - UICN","Cerro de Bocanigua",29.208,"RESERVA FORESTAL",NA,"24",2009,"2_0000bf93afe62ed07a2c_lc24"
"1292","2_00000ff7eb15b950099d","Monumento Natural","III - UICN","Don Rafael Herrera Cabral",0.495,"AREA DE PROTECCION ESPECIAL",NA,"24",2009,"2_00000ff7eb15b950099d_lc24"
"1293","2_0000fa283ee10d34e2a8","Parque Nacional","II - UICN","Máximo Gómez",42.295,"PARQUE NACIONAL",NA,"24",2009,"2_0000fa283ee10d34e2a8_lc24"
"1294","2_00004c9de295cee01390","Parque Nacional","II - UICN","Luis Quin",197.294,"PARQUE NACIONAL",NA,"24",2009,"2_00004c9de295cee01390_lc24"
"1295","2_00004e3d4ddc6137c059","Área de Protección Estricta","Ia - UICN","Loma Barbacoa",13.708,"RESERVA CIENTIFICA",NA,"24",2009,"2_00004e3d4ddc6137c059_lc24"
"1296","2_00003d834babc82df9c7","Monumento Natural","III - UICN","Reserva Antropológica Cuevas de Borbón o del Pomier",5.022,"MONUMENTO NATURAL",NA,"24",2009,"2_00003d834babc82df9c7_lc24"
"1297","2_000016ca712539e81bfc","Paisaje Protegido","V - UICN","Boca de Nigua",5.815,"AREA NACIONAL DE RECREO",NA,"24",2009,"2_000016ca712539e81bfc_lc24"
"1298","2_0000fcf7e3fe8b2b437b","Parque Nacional","II - UICN","Submarino La Caleta",11.153,"PARQUE NACIONAL SUBMARINO",NA,"24",2009,"2_0000fcf7e3fe8b2b437b_lc24"
"1299","2_0000764c442957d5ae5b","Paisaje Protegido","VI - UICN","Autopista Juan Bosch",5.556,"CORREDOR ECOLOGICO",NA,"24",2009,"2_0000764c442957d5ae5b_lc24"
"1300","2_0000f8c06163f8b84756","Área de Manejo de Hábitat/Especies","IV - UICN","Arrecifes del Sureste",7860.712,"SANTUARIO MARINO",NA,"24",2009,"2_0000f8c06163f8b84756_lc24"
"1301","2_000020f3c6a1c4dc9cab","Monumento Natural","III - UICN","Isla Catalina",16.239,"MONUMENTO NATURAL",NA,"24",2009,"2_000020f3c6a1c4dc9cab_lc24"
"1302","2_0000039059b3d9d553f4","Paisaje Protegido","VI - UICN","Guaraguao - Punta Catuano",18.595,"AREA NACIONAL DE RECREO",0,"24",2009,"2_0000039059b3d9d553f4_lc24"
"1303","2_0000fd9913b1b9492eed","Parque Nacional","II - UICN","Cotubanamá  (Del Este)",796.405,"PARQUE NACIONAL",0,"24",2009,"2_0000fd9913b1b9492eed_lc24"
"1304","2_0000e0ce5136adb372f8","Área de Manejo de Hábitat/Especies","IV - UICN","Lagunas de Bávaro y El Caletón",6.4,"REFUGIO DE VIDA SILVESTRE",NA,"24",2009,"2_0000e0ce5136adb372f8_lc24"
"1305","2_00000ebf3113d6c1215e","Monumento Natural","III - UICN","Hoyo Claro",39.296,"MONUMENTO NATURAL",NA,"24",2009,"2_00000ebf3113d6c1215e_lc24"
"1306","2_000003ccf46b1ae81f21","Parque Nacional","II - UICN","Punta Espada",82.238,"PARQUE NACIONAL",NA,"24",2009,"2_000003ccf46b1ae81f21_lc24"
"1307","2_00007c7c512a2e5a0f70","Monumento Natural","III - UICN","Punta Bayahibe",1.507,"MONUMENTO NATURAL",NA,"24",2009,"2_00007c7c512a2e5a0f70_lc24"
"1308","2_00002c96bc8da7a8b6e1","Monumento Natural","III - UICN","Loma la Altagracia o Loma la Enea",0.675,"MONUMENTO NATURAL",NA,"24",2009,"2_00002c96bc8da7a8b6e1_lc24"
"1309","2_0000b06cd5eec708891a","PAISAJES PROTEGIDOS","VI - UICN","Vía Panorámica Costa Azul",18.918,"VIA PANORAMICA",NA,"24",2009,"2_0000b06cd5eec708891a_lc24"
"1310","2_0000f462fc5d892fc577","Área de Manejo de Hábitat/Especies","IV - UICN","Ría Maimón",4.828,"REFUGIO DE VIDA SILVESTRE",NA,"24",2009,"2_0000f462fc5d892fc577_lc24"
